W%,exp_W%,W% +/- exp,pts,exp_pts,pts +/- exp,tot_yds,exp_tot_yds,tot_yds +/- exp,pass_yds,exp_pass_yds,pass_yds +/- exp,rush_yds,exp_rush_yds,rush_yds +/- exp,pass_rtg,exp_pass_rtg,pass_rtg +/- exp,yd_att,exp_yd_att,yd_att +/- exp
0.25,0.43,-0.18,16.12,22.54,-6.42,354.62,346.63,8.0,264.75,223.96,40.79,89.88,122.67,-32.79,75.43,89.18,-13.75,6.13,7.18,-1.05
