W%,exp_W%,W% +/- exp,pts,exp_pts,pts +/- exp,tot_yds,exp_tot_yds,tot_yds +/- exp,pass_yds,exp_pass_yds,pass_yds +/- exp,rush_yds,exp_rush_yds,rush_yds +/- exp,pass_rtg,exp_pass_rtg,pass_rtg +/- exp,yd_att,exp_yd_att,yd_att +/- exp
0.56,0.49,0.06,18.56,21.74,-3.18,285.78,342.69,-56.91,178.33,225.54,-47.21,107.44,117.15,-9.71,72.81,88.58,-15.77,6.98,7.03,-0.05
